churn_reason,Customer ID,Total Refunds,Total Charges,Total Revenue,Paperless Billing,Total Long Distance Charges,Total Extra Data Charges,Contract,Tenure in Months,Number of Referrals,Monthly Charge,Payment Method,Customer Status,Avg Monthly GB Download
,4781-ZXYGU,0,20.15,38.78,Yes,18.63,0,Month-to-Month,1,7,20.15,Bank Withdrawal,Joined,
,4782-OSFXZ,0,5831.2,8495.83,Yes,2664.63,0,Two Year,71,1,82.7,Bank Withdrawal,Stayed,24
,4785-FCIFB,0,1417.9,2643.39,No,1225.49,0,Two Year,61,10,24.4,Mailed Check,Stayed,
,4785-NKHCX,0,94.15,244.85,No,150.7,0,One Year,5,0,20.05,Bank Withdrawal,Stayed,
8,4785-QRJHC,0,2816.65,2966.65,Yes,0,150,One Year,46,1,59.9,Bank Withdrawal,Churned,15
5,4786-UKSNZ,0,20.2,31.45,No,11.25,0,Month-to-Month,1,0,20.2,Credit Card,Churned,
6,4789-KWMXN,4.93,5275.8,6164.81,Yes,893.94,0,One Year,47,1,110.85,Credit Card,Churned,17
11,4791-QRGMF,0,5961.1,6595.94,Yes,634.84,0,One Year,59,1,99.5,Bank Withdrawal,Churned,5
5,4795-KTRTH,40.64,371.65,577.41,Yes,236.4,10,Month-to-Month,5,1,81,Bank Withdrawal,Churned,11
,4795-UXVCJ,0,457.3,1645.5,No,1188.2,0,One Year,26,0,19.8,Credit Card,Stayed,
,4795-WRNVT,0,2586,3048.4,No,462.4,0,Month-to-Month,40,0,65.1,Credit Card,Stayed,26
18,4797-AXPXK,0,60,113.48,Yes,43.48,10,Month-to-Month,1,0,60,Bank Withdrawal,Churned,16
,4797-MIWUM,0,174.7,523.51,Yes,348.81,0,Month-to-Month,7,0,20.25,Bank Withdrawal,Stayed,
18,4800-CZMPC,0,5037.55,5342.83,Yes,305.28,0,One Year,48,1,103.25,Credit Card,Churned,47
5,4800-VHZKI,0,19.9,56.53,Yes,36.63,0,Month-to-Month,1,0,19.9,Credit Card,Churned,
,4801-JZAZL,27.24,346.45,319.21,Yes,0,0,Month-to-Month,11,1,29.6,Bank Withdrawal,Stayed,17
,4801-KFYKL,0,159.2,174.8,No,15.6,0,Month-to-Month,8,0,19.45,Bank Withdrawal,Stayed,
3,4803-AXVYP,0,3734.25,5535.07,Yes,1800.82,0,Month-to-Month,38,0,99.55,Bank Withdrawal,Churned,2
,4803-LBYPN,46.07,635.9,2104.19,No,1514.36,0,Month-to-Month,34,1,20.8,Credit Card,Stayed,
,4804-NCPET,0,387.4,989.7,No,602.3,0,Two Year,19,3,20.2,Credit Card,Stayed,
,4806-DXQCE,24.36,7714.65,10167.59,Yes,2477.3,0,Two Year,70,7,113.65,Bank Withdrawal,Stayed,25
4,4806-HIPDW,0,68.95,90.6,Yes,21.65,0,Month-to-Month,1,1,68.95,Bank Withdrawal,Churned,13
2,4806-KEXQR,0,324.3,496.54,Yes,172.24,0,Month-to-Month,4,0,79.9,Bank Withdrawal,Churned,46
,4807-IZYOZ,19.32,1020.75,1982.16,No,980.73,0,Two Year,51,0,20.65,Bank Withdrawal,Stayed,
,4808-YNLEU,0,2215.45,3074,Yes,858.55,0,One Year,35,1,62.15,Bank Withdrawal,Stayed,30
,4811-JBUVU,0,2723.15,3682.25,Yes,959.1,0,Month-to-Month,30,0,89.9,Credit Card,Stayed,2
,4813-HQMGZ,0,743.75,822.79,Yes,79.04,0,Month-to-Month,8,4,90.25,Bank Withdrawal,Stayed,4
,4815-GBTCD,0,99.95,99.95,Yes,0,0,Month-to-Month,4,1,25.15,Bank Withdrawal,Stayed,29
,4815-TUMEQ,0,185.2,639.4,Yes,454.2,0,One Year,10,0,19.3,Credit Card,Stayed,
,4815-YOSUK,0,7537.5,10502.46,Yes,2964.96,0,One Year,72,9,104.9,Credit Card,Stayed,52
11,4816-JBHOV,0,93.7,176.56,Yes,82.86,0,Month-to-Month,2,0,44.7,Bank Withdrawal,Churned,20
2,4816-LXZYW,0,1676.95,2446.07,Yes,769.12,0,Month-to-Month,23,0,-7,Bank Withdrawal,Churned,11
,4816-OKWNX,0,5236.4,7046.9,Yes,1810.5,0,One Year,50,2,103.4,Bank Withdrawal,Stayed,22
,4817-KEQSP,0,1326.35,2521.99,No,1195.64,0,Two Year,71,2,19.85,Bank Withdrawal,Stayed,
12,4817-QRJSX,0,818.05,1313.05,Yes,495,0,Month-to-Month,10,0,81,Credit Card,Churned,19
3,4817-VYYWS,0,2983.8,3335.7,Yes,351.9,0,Month-to-Month,30,0,100.2,Bank Withdrawal,Churned,82
12,4818-DRBQT,0,2265.25,3020.12,Yes,754.87,0,Month-to-Month,29,1,80.15,Bank Withdrawal,Churned,47
12,4818-QIUFN,0,1520.9,1757.3,Yes,236.4,0,Month-to-Month,20,0,79.15,Bank Withdrawal,Churned,5
,4819-HJPIW,0,476.8,476.8,No,0,0,Month-to-Month,18,0,25.15,Credit Card,Stayed,8
,4821-SJHJV,0,2901.8,4453.48,No,1551.68,0,Month-to-Month,32,6,89.6,Bank Withdrawal,Stayed,82
,4821-WQOYN,0,1326.25,2913.85,Yes,1587.6,0,Two Year,72,6,20.1,Credit Card,Stayed,
,4822-LPTYJ,0,7346.2,8664.2,Yes,1188,130,Two Year,72,8,103.75,Bank Withdrawal,Stayed,22
14,4822-NGOCH,0,1058.6,1343.04,Yes,284.44,0,Month-to-Month,13,0,84.45,Bank Withdrawal,Churned,4
12,4822-RVYBB,0,819.4,1143,Yes,323.6,0,Month-to-Month,8,0,100.6,Bank Withdrawal,Churned,29
1,4822-YCXMX,0,2043.45,2251.2,Yes,207.75,0,Month-to-Month,25,0,84.8,Bank Withdrawal,Churned,22
,4824-GUCBY,29.88,1820.9,2306.48,No,515.46,0,One Year,22,0,81.7,Bank Withdrawal,Stayed,22
,4825-FUREZ,0,835.5,2757,No,1921.5,0,Two Year,42,10,20.25,Bank Withdrawal,Stayed,
,4825-XJGDM,0,2696.55,2696.55,No,0,0,One Year,61,0,43.7,Credit Card,Stayed,8
,4826-DXMUP,0,2495.15,2849,Yes,353.85,0,One Year,35,0,72.1,Credit Card,Stayed,73
,4826-TZEVA,0,2971.7,3714.5,No,742.8,0,Month-to-Month,40,0,74.8,Credit Card,Stayed,15
2,4826-XTSOH,0,86.05,124.83,Yes,38.78,0,Month-to-Month,1,0,86.05,Bank Withdrawal,Churned,23
,4827-DPADN,0,6042.7,7885.26,Yes,1762.56,80,Two Year,72,3,83.3,Bank Withdrawal,Stayed,69
,4827-LTQRJ,0,7210.85,10139.93,Yes,2929.08,0,One Year,66,1,110.6,Credit Card,Stayed,28
,4827-USJHP,0,1023.85,1102.65,Yes,78.8,0,Month-to-Month,20,0,51.8,Credit Card,Stayed,18
,4828-FAZPK,0,1267.95,2065.55,Yes,797.6,0,Month-to-Month,16,1,79.95,Credit Card,Stayed,69
1,4829-AUOAX,0,4399.5,4763.78,No,284.28,80,Month-to-Month,46,0,96.05,Bank Withdrawal,Churned,8
,4829-ZLJTK,0,8046.85,9143.41,Yes,1096.56,0,Two Year,72,5,112.4,Bank Withdrawal,Stayed,2
,4830-FAXFM,0,439.2,714.32,Yes,275.12,0,Month-to-Month,19,0,24.1,Credit Card,Stayed,
9,4831-EOBFE,0,2649.15,3823.36,No,1174.21,0,Month-to-Month,29,1,94.65,Credit Card,Churned,15
,4832-VRBMR,0,6792.45,7874.7,Yes,1082.25,0,One Year,65,1,103.15,Bank Withdrawal,Stayed,5
,4833-QTJNO,0,5588.8,8597.1,No,3008.3,0,Month-to-Month,67,10,83.85,Bank Withdrawal,Stayed,20
,4835-YSJMR,0,1971.15,2124.42,Yes,153.27,0,Two Year,39,0,49.8,Bank Withdrawal,Stayed,15
,4836-WNFNO,0,1849.2,4727.76,No,2878.56,0,Two Year,72,7,-7,Credit Card,Stayed,
,4837-PZTIC,0,1875.25,1875.25,No,0,0,Two Year,47,0,41.9,Credit Card,Stayed,23
,4837-QUSFT,0,6643.5,9023.8,Yes,2380.3,0,One Year,65,8,100.15,Bank Withdrawal,Stayed,6
,4840-ORQXB,36.52,5841.35,7352.67,No,1547.84,0,Two Year,56,0,104.75,Bank Withdrawal,Stayed,7
5,4844-JJWUY,0,86,114.82,Yes,28.82,0,Month-to-Month,1,0,86,Bank Withdrawal,Churned,22
1,4846-WHAFZ,0,2868.15,3102.36,Yes,234.21,0,Month-to-Month,37,1,76.5,Bank Withdrawal,Churned,14
13,4847-QNOKA,0,44.9,86.68,Yes,41.78,0,Month-to-Month,1,0,44.9,Bank Withdrawal,Churned,59
,4847-TAJYI,0,567.8,616.16,Yes,48.36,0,One Year,6,0,89.35,Bank Withdrawal,Stayed,19
,4849-PYRLQ,17.16,4054.2,6125.84,No,2088.8,0,Two Year,56,0,73.25,Bank Withdrawal,Stayed,8
,4851-BQDNX,38.15,3355.65,3893.9,Yes,576.4,0,One Year,40,5,85.05,Bank Withdrawal,Stayed,22
,4853-OITSN,0,413.25,491.95,Yes,78.7,0,Month-to-Month,5,8,89.15,Bank Withdrawal,Stayed,28
18,4853-RULSV,0,7250.15,8103.45,Yes,853.3,0,Two Year,70,0,104,Credit Card,Churned,42
,4854-CIDCF,0,196.4,336.35,No,139.95,0,Two Year,3,0,73.85,Bank Withdrawal,Joined,25
,4854-SSLTN,0,130.5,215.6,No,85.1,0,Two Year,2,8,59.5,Mailed Check,Joined,53
5,4855-SNKMY,0,44.1,48.51,Yes,4.41,0,Month-to-Month,1,0,44.1,Bank Withdrawal,Churned,30
,4859-ZSRDZ,0,3166.9,3166.9,Yes,0,0,Two Year,58,1,55.5,Credit Card,Stayed,11
,4860-IJUDE,0,956.65,1347.43,Yes,390.78,0,Month-to-Month,13,0,73.75,Credit Card,Stayed,5
,4860-YZGZM,0,185.4,579.3,No,393.9,0,Month-to-Month,10,0,20,Bank Withdrawal,Stayed,
,4868-AADLV,0,7862.25,8078.07,Yes,215.82,0,One Year,66,0,116.25,Bank Withdrawal,Stayed,10
,4869-EPIUS,0,4557.5,7143.58,Yes,2586.08,0,One Year,56,3,80.9,Bank Withdrawal,Stayed,24
18,4871-JTKJF,0,69.65,100.78,Yes,31.13,0,Month-to-Month,1,0,69.65,Bank Withdrawal,Churned,5
,4872-JCVCA,0,3377.8,3377.8,Yes,0,0,Two Year,71,1,47.6,Bank Withdrawal,Stayed,16
,4872-VXRIL,0,3665.55,6371.47,Yes,2705.92,0,One Year,56,0,64.65,Bank Withdrawal,Stayed,59
2,4873-ILOLJ,0,2238.5,3018.26,Yes,779.76,0,Month-to-Month,24,0,90.35,Bank Withdrawal,Churned,23
18,4877-EVATK,0,20,66.77,No,46.77,0,Month-to-Month,1,0,20,Mailed Check,Churned,
,4877-TSOFF,0,4264.25,5153.05,Yes,888.8,0,One Year,55,7,75.75,Bank Withdrawal,Stayed,29
,4878-BUNFV,0,828.85,2173.69,No,1344.84,0,Two Year,42,10,20.7,Mailed Check,Stayed,
,4879-GZLFH,0,3875.4,4620.9,Yes,745.5,0,Month-to-Month,42,10,92.15,Bank Withdrawal,Stayed,53
,4881-GQJTW,0,300.4,419.96,No,119.56,0,Month-to-Month,14,0,19.6,Credit Card,Stayed,
,4881-JVQOD,0,362.6,362.6,Yes,0,0,One Year,10,1,34.55,Bank Withdrawal,Stayed,53
,4883-KCPZJ,0,555.4,1126.96,No,571.56,0,Two Year,22,9,25.25,Credit Card,Stayed,
9,4883-QICIH,19.67,2347.9,2519.91,Yes,191.68,0,Month-to-Month,32,1,69.75,Bank Withdrawal,Churned,5
,4884-LEVMQ,0,790,2209.21,Yes,1419.21,0,Two Year,39,10,20.45,Bank Withdrawal,Stayed,
,4884-TVUQF,0,5779.6,7882.33,No,2102.73,0,Two Year,57,0,101.3,Credit Card,Stayed,17
,4884-ZTHVF,0,713.6,1025.68,Yes,312.08,0,Month-to-Month,8,0,87.1,Bank Withdrawal,Stayed,28
,4890-VMUAV,0,4576.3,5783.45,No,1137.15,70,One Year,63,0,71.5,Bank Withdrawal,Stayed,11
,4891-NLUBA,0,3751.15,3751.15,Yes,0,0,Two Year,61,8,61.45,Bank Withdrawal,Stayed,26
14,4892-VLANZ,0,19.8,29.46,No,9.66,0,Month-to-Month,1,0,19.8,Mailed Check,Churned,
,4893-GYUJU,29.5,1033,1897.5,Yes,894,0,One Year,50,0,19.35,Mailed Check,Stayed,
5,4895-TMWIR,0,214.75,539.69,No,324.94,0,Month-to-Month,11,1,19.95,Mailed Check,Churned,
,4896-CPRPF,0,809.25,1287.7,No,478.45,0,Two Year,35,1,-9,Bank Withdrawal,Stayed,
12,4897-QSUYC,0,20.15,41.74,Yes,21.59,0,Month-to-Month,1,0,20.15,Mailed Check,Churned,
,4900-MSOMT,0,5714.2,9250.84,No,3536.64,0,Two Year,72,7,80.2,Bank Withdrawal,Stayed,23
12,4902-OHLSK,0,2862.75,3471.17,No,608.42,0,Month-to-Month,29,0,98.65,Bank Withdrawal,Churned,16
,4903-CNOZC,0,1964.6,2800.67,No,836.07,0,One Year,29,0,70.9,Credit Card,Stayed,47
5,4903-UYAVB,0,126.05,284.85,No,158.8,0,Month-to-Month,5,0,19.35,Mailed Check,Churned,
8,4905-JEFDW,0,470.6,470.6,Yes,0,0,One Year,11,0,41.6,Bank Withdrawal,Churned,5
,4906-ZHGPK,0,3770,6386.3,Yes,2616.3,0,One Year,54,3,70.7,Bank Withdrawal,Stayed,28
,4908-XAXAY,0,4287.2,6625.48,Yes,2338.28,0,One Year,49,0,89.85,Bank Withdrawal,Stayed,21
,4909-JOUPP,0,7898.45,9895.73,No,1997.28,0,Two Year,72,5,109.7,Credit Card,Stayed,3
10,4910-AQFFX,0,661.25,956.28,Yes,285.03,10,Month-to-Month,9,1,79.35,Bank Withdrawal,Churned,59
9,4910-GMJOT,0,94.6,95.77,Yes,1.17,0,Month-to-Month,1,0,94.6,Bank Withdrawal,Churned,27
12,4911-BANWH,0,2697.4,3732.18,Yes,1034.78,0,Month-to-Month,31,0,86.55,Credit Card,Churned,27
,4912-PIGUY,0,84.6,91.94,Yes,7.34,0,Month-to-Month,1,0,84.6,Bank Withdrawal,Joined,11
8,4913-EHYUI,0,5794.65,8527.45,Yes,2732.8,0,One Year,56,0,104.55,Bank Withdrawal,Churned,12
,4915-BFSXL,0,4858.7,6445.6,No,1586.9,0,Two Year,70,9,68.95,Credit Card,Stayed,29
,4918-FYJNT,12.48,5044.8,6283.02,No,1250.7,0,Two Year,55,4,90.45,Bank Withdrawal,Stayed,21
9,4918-QLLIW,0,188.7,331.74,No,143.04,0,Month-to-Month,3,0,53.4,Credit Card,Churned,82
5,4919-IKATY,0,453.75,638.15,Yes,184.4,0,Month-to-Month,5,3,84.5,Bank Withdrawal,Churned,8
8,4919-MOAVT,0,220.1,338.24,No,118.14,0,Month-to-Month,3,0,69.65,Bank Withdrawal,Churned,23
,4922-CVPDX,17.03,1905.7,2845.79,Yes,887.12,70,Two Year,26,6,73.5,Credit Card,Stayed,58
,4923-ADWXJ,29.29,1679.65,1680.86,Yes,30.5,0,Month-to-Month,25,0,65.8,Bank Withdrawal,Stayed,10
3,4925-LMHOK,0,939.7,1161.55,Yes,221.85,0,Month-to-Month,15,0,58.6,Credit Card,Churned,59
,4926-UMJZD,0,1498.55,1635.75,Yes,37.2,100,Month-to-Month,31,4,49.2,Credit Card,Stayed,15
,4927-WWOOZ,0,171.45,280.27,Yes,98.82,10,Month-to-Month,2,0,91.45,Bank Withdrawal,Joined,20
15,4929-BSTRX,0,53.55,55.14,Yes,1.59,0,Month-to-Month,1,0,53.55,Credit Card,Churned,14
,4929-ROART,0,969.85,1608.25,No,608.4,30,Month-to-Month,18,0,56.25,Credit Card,Stayed,17
,4929-XIHVW,0,181.65,257.85,Yes,66.2,10,One Year,2,10,95.5,Credit Card,Joined,11
,4931-TRZWN,10.47,923.85,1051.96,Yes,138.58,0,Month-to-Month,13,0,71.95,Bank Withdrawal,Stayed,5
,4933-BSAIP,45.6,780.1,1989.3,No,1254.8,0,Two Year,40,1,19.1,Credit Card,Stayed,
,4933-IKULF,0,330.6,741.15,No,410.55,0,One Year,17,0,20.65,Mailed Check,Stayed,
,4936-YPJNK,0,199.45,437.85,Yes,238.4,0,Month-to-Month,10,0,19.9,Credit Card,Stayed,
,4937-QPZPO,0,6241.35,8348.29,Yes,2106.94,0,One Year,61,3,99.9,Bank Withdrawal,Stayed,58
,4939-KYYPY,0,1611.65,2528.03,No,916.38,0,Month-to-Month,27,0,59.45,Bank Withdrawal,Stayed,25
,4940-KHCWD,0,2288.7,2288.7,No,0,0,Two Year,60,1,37.7,Bank Withdrawal,Stayed,2
,4942-VZZOM,0,4392.5,6789.94,Yes,2397.44,0,One Year,64,3,66.15,Credit Card,Stayed,2
,4945-RVMTE,0,1646.45,2737.61,Yes,1091.16,0,Month-to-Month,28,0,59.55,Bank Withdrawal,Stayed,3
12,4946-EDSEW,0,180.3,499.41,Yes,319.11,0,Month-to-Month,11,1,19.25,Credit Card,Churned,
,4947-DSMXK,0,3410,4863.16,Yes,1453.16,0,Month-to-Month,34,9,97.7,Bank Withdrawal,Stayed,52
,4948-WBBKL,0,2659.45,4155.97,Yes,1496.52,0,Two Year,36,0,74.9,Bank Withdrawal,Stayed,10
,4950-BDEUX,0,1701.65,1701.65,No,0,0,Month-to-Month,35,0,49.2,Bank Withdrawal,Stayed,26
,4950-HKQTE,0,605.9,722.06,No,116.16,0,Two Year,22,0,26.25,Credit Card,Stayed,
10,4951-UKAAQ,0,355.2,588.48,Yes,193.28,40,Month-to-Month,4,0,88.95,Bank Withdrawal,Churned,51
5,4952-YSOGZ,0,381.3,397.86,Yes,16.56,0,Month-to-Month,4,1,85.95,Bank Withdrawal,Churned,30
,4955-VCWBI,0,817.95,2331.55,No,1513.6,0,One Year,43,5,20,Credit Card,Stayed,
,4957-SREEC,35.44,1458.1,3647.26,No,2224.6,0,Two Year,70,2,-3,Credit Card,Stayed,
,4957-TIALW,0,1010,1311.65,No,301.65,0,One Year,15,0,65.6,Credit Card,Stayed,73
,4957-TREIR,0,195.65,309.8,Yes,114.15,0,Month-to-Month,3,0,64.4,Credit Card,Joined,7
9,4958-GZWIY,0,340.25,376.16,No,35.91,0,Month-to-Month,7,1,-4,Bank Withdrawal,Churned,4
11,4958-XCBDQ,0,3496.3,4885.45,Yes,1389.15,0,Month-to-Month,35,0,101.4,Bank Withdrawal,Churned,25
15,4959-JOSRX,0,80.55,140.93,Yes,60.38,0,Month-to-Month,2,3,44.6,Credit Card,Churned,16
,4962-CHQPW,0,535.05,593.05,No,58,0,One Year,29,0,19.85,Mailed Check,Stayed,
,4967-WPNCF,0,4464.8,4464.8,Yes,0,0,Two Year,72,0,63.7,Bank Withdrawal,Stayed,14
5,4971-PUYQO,0,2724.6,3024.03,Yes,299.43,0,Month-to-Month,27,0,94.55,Mailed Check,Churned,6
,4973-MGTON,0,5969.3,6188.69,Yes,219.39,0,Two Year,71,0,84.4,Credit Card,Stayed,26
,4973-RLZVI,0,2308.6,2485.2,No,126.6,50,One Year,30,0,74.65,Credit Card,Stayed,13
,4976-LNFVV,0,577.15,577.15,Yes,0,0,Month-to-Month,19,6,34.3,Credit Card,Stayed,14
,4979-HPRFL,29.41,1402.25,3482.36,No,2109.52,0,Two Year,56,1,24.15,Bank Withdrawal,Stayed,
,4980-URKXC,0,720.05,1174.01,No,453.96,0,One Year,36,1,20.85,Bank Withdrawal,Stayed,
,4981-FLTMF,0,3687.85,3775.63,No,87.78,0,Month-to-Month,57,3,65.2,Bank Withdrawal,Stayed,15
,4983-CCWMC,0,207.4,314.31,Yes,86.91,20,Month-to-Month,3,0,69.6,Credit Card,Joined,16
,4983-CLMLV,0,5138.1,7443.78,Yes,2305.68,0,Month-to-Month,52,0,102.7,Credit Card,Stayed,71
,4986-MXSFP,0,40.9,127.44,Yes,86.54,0,Month-to-Month,2,0,20,Mailed Check,Joined,
,4987-GQWPO,0,382.8,382.8,No,0,0,Month-to-Month,17,0,25.1,Credit Card,Stayed,11
12,4988-IQIGL,0,75.35,103.84,Yes,28.49,0,Month-to-Month,1,0,75.35,Bank Withdrawal,Churned,18
,4989-LIXVT,0,6503.2,7840.76,Yes,1337.56,0,Month-to-Month,68,0,95.9,Bank Withdrawal,Stayed,28
,4990-ALDGW,0,1118.8,3326.41,No,2207.61,0,Two Year,57,0,20.75,Credit Card,Stayed,
,4992-LTJNE,0,3983.6,5728.88,No,1745.28,0,Two Year,72,5,55.3,Bank Withdrawal,Stayed,27
,4993-JCRGJ,0,2281.6,3261.54,Yes,979.94,0,Month-to-Month,26,0,84.3,Credit Card,Stayed,30
,4994-OBRSZ,0,1054.8,1569.02,No,514.22,0,Two Year,14,0,76.1,Bank Withdrawal,Stayed,52
,4998-IKFSE,0,3096.9,4211.6,No,1034.7,80,Month-to-Month,30,0,100.45,Bank Withdrawal,Stayed,59
,4999-IEZLT,0,1983.15,1983.15,No,0,0,One Year,66,0,29.45,Credit Card,Stayed,15
,5002-GCQFH,0,4733.1,7074.43,Yes,2311.33,30,Month-to-Month,49,1,93.85,Bank Withdrawal,Stayed,26
,5003-OKNNK,0,335.95,1035.55,No,699.6,0,One Year,15,10,20.35,Credit Card,Stayed,
,5003-XZWWO,0,5956.85,7030.37,No,1073.52,0,Two Year,71,4,-8,Credit Card,Stayed,30
,5006-MXVRN,0,762.45,1924.26,No,1161.81,0,Two Year,39,0,-10,Credit Card,Stayed,
,5010-IPEAQ,0,3623.95,3623.95,No,0,0,Two Year,67,2,54.2,Credit Card,Stayed,51
,5012-YSPJJ,0,1647,2423.24,No,776.24,0,Month-to-Month,31,6,54.35,Credit Card,Stayed,71
2,5013-SBUIH,0,5551.15,6936.15,Yes,1385,0,Two Year,50,0,109.65,Bank Withdrawal,Churned,28
,5014-GSOUQ,0,243.65,487.14,No,243.49,0,Two Year,13,0,19.95,Credit Card,Stayed,
,5014-WUQMG,0,4391.45,5124.18,Yes,732.73,0,One Year,47,1,96.1,Bank Withdrawal,Stayed,52
3,5016-ETTFF,0,255.25,295.25,No,0,40,Month-to-Month,10,0,29.5,Credit Card,Churned,30
,5016-IBERQ,8.3,1968.1,2374.95,No,415.15,0,Month-to-Month,23,1,84.25,Bank Withdrawal,Stayed,51
,5016-LIPDW,0,1061.6,3430.52,No,2368.92,0,One Year,57,1,19.4,Credit Card,Stayed,
,5018-GWURO,0,4902.8,7300.16,Yes,2397.36,0,Month-to-Month,56,9,85.6,Bank Withdrawal,Stayed,51
,5018-HEKFO,0,270.15,440.25,Yes,170.1,0,Month-to-Month,10,0,24.5,Credit Card,Stayed,
,5018-LXQQG,0,1923.5,2417.9,No,494.4,0,Month-to-Month,30,1,66.3,Bank Withdrawal,Stayed,17
,5019-GQVCR,0,3645.6,4024.43,Yes,378.83,0,Two Year,43,0,84.85,Bank Withdrawal,Stayed,7
5,5020-ZSTTY,0,4350.1,5002.42,No,652.32,0,One Year,54,0,82.45,Bank Withdrawal,Churned,5
,5022-JNQEQ,0,647.5,720.4,Yes,72.9,0,Month-to-Month,9,10,75.85,Bank Withdrawal,Stayed,20
,5022-KVDQT,29.93,2272.8,3061.64,Yes,688.77,130,Month-to-Month,27,0,81.3,Bank Withdrawal,Stayed,69
,5025-GOOKI,0,347.65,1024.85,Yes,677.2,0,Month-to-Month,20,0,18.9,Credit Card,Stayed,
2,5027-QPKTE,0,451.1,564.35,Yes,103.25,10,Month-to-Month,7,1,69.35,Bank Withdrawal,Churned,28
10,5027-XWQHA,0,270.95,527.91,No,246.96,10,Month-to-Month,6,0,44.75,Bank Withdrawal,Churned,10
,5027-YOCXN,20.28,5686.4,7029.35,No,1363.23,0,One Year,51,6,110.05,Credit Card,Stayed,41
3,5028-GZLDO,0,140.7,212.82,No,72.12,0,Month-to-Month,2,0,-2,Credit Card,Churned,85
14,5028-HTLJB,0,20.05,39.92,No,19.87,0,Month-to-Month,1,0,20.05,Credit Card,Churned,
,5032-MIYKT,0,70.7,109.51,Yes,38.81,0,Month-to-Month,1,0,70.7,Credit Card,Joined,52
,5032-USPKF,0,3187.65,4141.83,No,954.18,0,One Year,38,0,84.1,Bank Withdrawal,Stayed,13
,5035-BVCXS,0,866.4,1015.45,Yes,149.05,0,Month-to-Month,11,0,75.9,Credit Card,Stayed,27
,5035-PGZXH,0,5914.4,7760.48,Yes,1816.08,30,One Year,56,0,106.8,Bank Withdrawal,Stayed,2
,5038-ETMLM,0,8182.75,10270.75,Yes,2088,0,Two Year,72,10,113.65,Bank Withdrawal,Stayed,22
,5039-LZRQT,0,273.25,618.66,No,345.41,0,One Year,13,0,20.2,Mailed Check,Stayed,
,5043-TRZWM,0,75.55,82.66,No,7.11,0,Month-to-Month,1,0,75.55,Bank Withdrawal,Joined,26
,5044-LRQAQ,0,477.55,766.09,Yes,288.54,0,Month-to-Month,7,8,69.2,Bank Withdrawal,Stayed,73
,5044-XDPYX,0,1281.25,2325.22,No,1043.97,0,Two Year,51,7,25.5,Mailed Check,Stayed,
,5046-NUHWD,0,1228.65,1228.65,Yes,0,0,One Year,29,5,45,Bank Withdrawal,Stayed,23
5,5047-LHVLY,0,50.15,89.93,Yes,39.78,0,Month-to-Month,1,0,-9,Mailed Check,Churned,12
14,5049-GLYVG,0,20.6,67.86,No,47.26,0,Month-to-Month,1,0,20.6,Credit Card,Churned,
,5049-MUBWG,0,1908.35,3198.21,No,1289.86,0,One Year,26,0,75,Bank Withdrawal,Stayed,76
17,5052-PNLOS,0,323.25,364.74,Yes,41.49,0,Month-to-Month,3,0,105.35,Bank Withdrawal,Churned,14
5,5054-IEXZT,0,75.35,118.17,Yes,32.82,10,Month-to-Month,1,0,75.35,Bank Withdrawal,Churned,21
,5055-BRMNE,0,7009.5,9712.95,No,2703.45,0,Two Year,67,3,106.7,Credit Card,Stayed,16
,5055-MGMGF,0,6914.95,9621.1,Yes,2646.15,60,Month-to-Month,65,3,105.05,Bank Withdrawal,Stayed,23
,5056-FIMPT,0,4532.3,5100.47,Yes,438.17,130,One Year,43,0,106,Credit Card,Stayed,10
12,5057-LCOUI,0,2011.4,2011.4,Yes,0,0,Month-to-Month,39,0,50.75,Bank Withdrawal,Churned,4
,5057-RKGLH,0,191.1,468.57,No,277.47,0,Two Year,9,9,20.35,Credit Card,Stayed,
,5060-TQUQN,0,2570.2,2877.4,Yes,307.2,0,Month-to-Month,30,1,83.55,Bank Withdrawal,Stayed,48
,5061-PBXFW,0,1864.65,3357.77,No,1493.12,0,Month-to-Month,32,3,61.4,Bank Withdrawal,Stayed,17
,5062-CJJKH,0,1355.45,2259.7,No,904.25,0,One Year,25,1,53.65,Credit Card,Stayed,53
,5063-IUOKK,0,265.75,397.18,No,131.43,0,Two Year,13,0,19.75,Credit Card,Stayed,
,5066-GFJMM,0,45.75,169.83,Yes,124.08,0,Month-to-Month,3,4,19.9,Credit Card,Joined,
,5067-DGXLL,0,36.8,68.46,No,31.66,0,Month-to-Month,2,0,20.25,Credit Card,Joined,
,5067-WJEUN,0,3838.2,4578.5,Yes,730.3,10,Two Year,67,1,54.2,Bank Withdrawal,Stayed,26
,5067-XJQFU,0,7076.35,8514.49,Yes,1438.14,0,One Year,66,3,108.45,Bank Withdrawal,Stayed,9
,5071-FBJFS,0,217.1,395.66,No,178.56,0,Month-to-Month,4,8,50.3,Bank Withdrawal,Stayed,21
,5073-RZGBK,0,4042.2,6501.2,Yes,2459,0,One Year,50,6,80.05,Bank Withdrawal,Stayed,76
11,5073-WXOYN,0,3027.4,3027.4,Yes,0,0,Month-to-Month,60,0,50.8,Bank Withdrawal,Churned,5
,5074-FBGHB,0,6889.8,8550.6,Yes,1660.8,0,One Year,64,0,104.65,Credit Card,Stayed,23
,5075-JSDKI,0,1493.1,3925.67,No,2432.57,0,Two Year,59,0,24.45,Bank Withdrawal,Stayed,
