Customer ID,Age,Gender,Number of Dependents,Married,Zip Code
5170-PTRKA,19,Female,0,Yes,94027
5171-EPLKN,27,Male,0,No,91739
5172-MIGPM,22,Male,0,No,92865
5172-RKOCB,28,Male,0,Yes,95587
5173-WXOQV,38,Male,0,Yes,93620
5173-ZXXXL,47,Male,0,No,92869
5174-ITUMV,37,Male,2,Yes,92583
5174-RNGBH,27,Female,0,No,95953
5175-AOBHI,48,Female,0,No,95951
5175-WLYXL,56,Male,0,No,92028
5176-LDKUH,64,Female,0,No,94114
5176-LMJXE,34,Female,0,No,92114
5176-OLSKT,49,Female,0,Yes,95683
5177-RVZNU,28,Female,3,No,96002
5178-LMXOP,71,Male,0,Yes,90248
5180-UCIIQ,80,Male,2,Yes,95458
5181-OABFK,59,Female,3,Yes,95672
5183-KLYEM,30,Female,0,No,94530
5183-SNMJQ,32,Male,0,No,93225
5186-EJEGL,24,Male,0,No,92026
5186-PEIZU,31,Female,0,No,94124
5186-SAMNZ,75,Male,0,No,93933
5188-HGMLP,73,Male,0,Yes,95461
5192-EBGOV,68,Female,0,No,92823
5193-QLVZB,52,Male,0,No,96009
5195-KPUNQ,72,Female,0,No,96051
5196-SGOAK,39,Female,0,No,93518
5196-WPYOW,43,Male,2,Yes,93446
5197-LQXXH,56,Female,0,Yes,95983
5197-PYEPU,21,Female,3,Yes,93523
5197-YPYBZ,39,Female,2,Yes,92677
5198-EFNBM,66,Male,0,Yes,93631
5198-HQAEN,50,Male,3,Yes,94538
5199-FPUSP,64,Male,2,No,95627
5201-CBWYG,60,Male,1,Yes,92275
5201-FRKKS,53,Male,0,No,91306
5201-USSQZ,56,Female,0,Yes,95462
5202-IVJNU,56,Female,2,No,94525
5203-XEHAX,55,Female,0,No,96058
5204-HMGYF,32,Female,2,Yes,91214
5204-QZXPU,50,Male,0,No,91205
5206-HPJKM,64,Male,0,No,91354
5206-XZZQI,56,Male,0,No,92867
5207-PLSTK,32,Male,2,Yes,90631
5208-FVQKB,41,Male,0,Yes,93634
5208-HFSBT,47,Female,0,No,95925
5213-TWWJU,26,Male,0,No,94804
5214-CHIWJ,44,Male,0,No,93728
5214-NLTIT,22,Male,1,Yes,93624
5215-LNLDJ,20,Female,2,Yes,95045
5216-WASFJ,68,Female,0,Yes,95925
5219-YIPTK,46,Female,0,Yes,95570
5220-AGAAX,60,Male,1,Yes,95460
5222-IMUKT,40,Male,0,No,95325
5222-JCXZT,31,Male,0,No,95864
5223-UZAVK,51,Male,0,No,95686
5226-NOZFC,48,Male,0,No,95358
5227-JSCFE,74,Male,0,Yes,95066
5228-EXCET,40,Male,0,No,92126
5229-DTFYB,64,Female,0,No,92111
5229-PRWKT,47,Male,0,No,93437
5231-FIQPA,53,Female,0,No,90211
5232-NXPAY,33,Female,0,No,95324
5233-AOZUF,62,Female,0,Yes,92262
5233-GEEAX,65,Male,0,No,96052
5236-PERKL,38,Female,0,No,93553
5236-XMZJY,27,Female,0,No,90031
5240-CAOYT,30,Female,0,No,93022
5240-IJOQT,69,Male,0,No,95949
5242-UOWHD,24,Male,2,Yes,92802
5243-SAOTC,36,Male,0,No,92003
5244-IRFIH,72,Male,0,Yes,92129
5245-VDBUR,58,Female,0,Yes,90720
5248-KWLAR,31,Male,0,Yes,92257
5248-RPYWW,78,Female,1,Yes,95382
5248-YGIJN,36,Male,0,Yes,90031
5249-QYHEX,27,Female,2,Yes,92270
5256-SKJGO,48,Female,0,Yes,90603
5260-UMPWX,41,Female,1,Yes,95494
5261-QSHQM,31,Female,0,No,92592
5266-PFRQK,47,Male,3,Yes,95556
5268-DSMNQ,65,Female,0,Yes,95230
5269-NRGDP,54,Male,2,Yes,94521
5271-DBYSJ,80,Male,0,No,94708
5271-YNWVR,48,Male,0,Yes,93060
5274-XHAKY,19,Female,2,Yes,90222
5275-PMFUT,52,Male,0,Yes,93925
5275-SQEIZ,64,Male,0,No,93023
5276-KQWHG,74,Female,0,No,93287
5277-ZLOOR,78,Female,0,No,95703
5278-PNYOX,49,Female,0,No,95126
5281-BUZGT,69,Male,0,No,96093
5285-MVEHD,35,Female,0,Yes,94087
5286-YHCVC,58,Male,0,Yes,93242
5287-QWLKY,79,Male,0,Yes,93513
5288-AHOUP,71,Male,0,No,92260
5293-WXJAK,73,Female,0,Yes,95135
5294-CDGWY,51,Male,0,Yes,90802
5294-DMSFH,32,Female,2,Yes,90503
5294-IMHHT,44,Male,0,Yes,95465
5295-PCJOO,44,Male,2,No,90805
5296-BFCYD,35,Male,2,Yes,91340
5296-PSYVW,41,Female,0,Yes,92054
5297-MDOIR,20,Female,0,Yes,91754
5298-GSTLM,74,Female,0,No,95817
5299-RULOA,62,Female,2,Yes,90606
5299-SJCZT,57,Male,0,No,92694
5301-GAUUY,31,Male,0,No,92661
5302-BDJNT,27,Male,0,No,95685
5304-EFJLP,72,Male,0,Yes,96055
5306-BVTKJ,20,Male,1,Yes,92020
5307-DZCVC,78,Female,0,Yes,95835
5307-UVGNB,40,Female,3,Yes,90220
5309-TAIKL,42,Female,0,No,95673
5310-NOOVA,51,Male,0,No,95470
5311-IHLEI,45,Male,0,No,95472
5312-IRCFR,21,Female,3,Yes,95464
5312-TSZVC,36,Female,0,No,96046
5312-UXESG,43,Female,0,No,92203
5313-FPXWG,58,Male,0,No,93271
5315-CKEQK,73,Male,2,Yes,94546
5317-FLPJF,25,Female,0,No,91001
5318-IXUZF,50,Female,0,No,90277
5318-YKDPV,62,Male,0,Yes,93653
5320-BRKGK,28,Female,2,Yes,92027
5321-NTRKC,25,Male,1,Yes,93953
5322-TEUJK,45,Female,3,Yes,95430
5322-ZSMZY,26,Male,3,Yes,95457
5324-KTGCG,55,Male,0,Yes,94608
5325-UWTWJ,47,Male,0,Yes,94707
5327-CNLUQ,33,Male,0,Yes,96075
5327-XOKKY,79,Male,0,Yes,93458
5329-KRDTM,73,Male,0,Yes,95335
5331-RGMTT,67,Male,0,Yes,95468
5334-AFQJB,66,Male,0,No,93065
5334-JLAXU,44,Female,0,Yes,95231
5336-UFNZP,65,Female,3,Yes,91755
5337-IIWKZ,35,Male,3,Yes,93666
5338-YHWYT,45,Male,1,No,92115
5339-PXDVH,43,Male,0,No,95930
5339-TJFEK,22,Male,1,Yes,95407
5343-SGUBI,43,Female,0,No,94518
5345-BMKWB,29,Male,0,Yes,94122
5346-BZCHP,19,Female,2,Yes,92242
5348-CAGXB,60,Male,0,No,92614
5349-AZPEW,40,Female,3,Yes,92131
5349-IECLD,61,Male,0,No,95111
5351-QESIO,64,Male,2,No,92122
5353-WILCI,51,Female,0,No,95206
5356-CSVSQ,20,Female,0,No,91750
5356-KZCKT,42,Male,0,No,90503
5356-RHIPP,38,Male,0,No,93618
5357-TZHPP,67,Male,0,No,95692
5360-LJCNJ,37,Female,0,Yes,95376
5360-XGYAZ,32,Male,1,Yes,90040
5364-EVNIB,61,Male,0,No,92868
5364-XYIRR,44,Male,0,Yes,90013
5365-LLFYV,43,Female,0,No,95663
5366-IJEQJ,20,Male,0,No,92109
5366-OBVMR,42,Female,0,Yes,90027
5370-IIVVL,26,Male,0,No,95333
5371-VYLSX,65,Female,0,No,90814
5372-FBKBN,38,Female,2,No,95111
5373-SFODM,65,Male,0,Yes,93954
5375-XLDOF,24,Male,3,Yes,92233
5376-DEQCP,48,Female,0,No,92126
5376-PCKNB,35,Male,1,Yes,91763
5377-NDTOU,26,Female,0,Yes,90732
5378-IKEEG,47,Female,0,No,96110
5380-AFSSK,44,Female,0,No,96008
5380-WJKOV,51,Male,1,No,90041
5380-XPJNZ,22,Female,0,No,94103
5382-SOYZL,39,Male,0,No,94519
5382-TEMLV,45,Male,0,No,93247
5383-MMTWC,75,Female,0,Yes,94561
5384-ZTTWP,49,Female,1,Yes,95991
5385-SUIRI,69,Male,0,Yes,95315
5386-THSLQ,65,Female,0,Yes,90402
5387-ASZNZ,72,Female,0,No,95312
5389-FFVKB,71,Male,0,Yes,91360
5392-AKEMH,50,Female,0,No,92083
5393-HJZSM,54,Female,1,Yes,94129
5393-RXQSZ,40,Male,0,No,93268
5394-MEITZ,26,Female,0,Yes,92625
5394-SVGJV,27,Male,0,No,95838
5396-IZEPB,37,Male,0,No,93067
5397-NSKQG,39,Male,2,Yes,94022
5397-TUPSH,76,Male,0,Yes,90745
5399-ZIMKF,58,Male,0,No,93452
5402-HTOTQ,43,Male,0,No,96058
5404-GGUKR,39,Male,0,No,93460
5405-ZMYXQ,21,Female,0,No,90019
5406-KGRMX,30,Female,0,No,93627
5414-OFQCB,34,Male,0,No,93230
5419-CONWX,65,Female,0,No,95668
5419-JKZNQ,65,Male,0,Yes,91941
5419-JPRRN,32,Male,0,No,95975
5419-KLXBN,36,Female,0,Yes,92117
5423-BHIXO,42,Female,0,No,91103
5424-RLQLC,36,Male,0,No,92003
5429-LWCMV,52,Female,0,No,90248
5433-KYGHE,53,Female,1,No,93424
5438-QMDDL,20,Female,0,Yes,95226
5439-WIKXB,65,Male,0,Yes,91321
5440-FLBQG,69,Male,0,Yes,93110
5440-VHLUL,48,Male,0,No,94710
5442-BHQNG,32,Female,0,No,95606
5442-BXVND,49,Female,2,Yes,92117
5442-PPTJY,44,Male,3,Yes,91006
5442-UTCVD,53,Male,0,No,94565
5442-XSDCW,61,Male,0,Yes,92130
5443-SCMKX,49,Female,0,Yes,91320
5445-GLVOT,64,Female,0,No,94904
5445-PZWGX,63,Male,0,No,94535
5445-UTODQ,35,Female,0,Yes,92117
5446-DKWYW,74,Female,1,Yes,94103
5447-VYTKW,53,Male,0,No,90064
5447-WZAFP,22,Female,0,No,92008
5448-VWNAM,49,Female,3,No,95966
5449-FIBXJ,34,Male,0,Yes,95127
5451-MHQOF,64,Male,0,Yes,90031
5451-YHYPW,75,Female,0,Yes,94129
5453-AXEPF,31,Male,0,Yes,95134
5453-YBTWV,52,Male,2,Yes,92557
5456-ITGIC,76,Male,0,Yes,95650
5457-COLHT,48,Male,3,Yes,94124
5458-CQJTA,56,Male,0,Yes,95567
5461-QKNTN,71,Male,0,Yes,95306
5465-BUBFA,34,Female,1,Yes,95317
5468-BPMMO,59,Male,0,Yes,95064
5469-CTCWN,52,Male,0,Yes,95912
5469-NUJUR,58,Male,0,No,95595
5472-CVMDX,21,Female,0,No,94924
5473-KHBPS,53,Female,3,Yes,90743
5474-LAMUQ,56,Male,0,Yes,90029
5478-JJVZK,38,Female,0,No,95628
5480-HPRRX,80,Female,0,No,91740
5480-TBGPH,63,Female,0,Yes,95842
5480-XTFFL,60,Female,3,Yes,95041
5481-NTDOH,67,Female,0,Yes,90603
5482-NUPNA,28,Female,0,No,92251
5482-PLVPE,79,Female,0,No,94014
5482-VXSXJ,50,Male,0,No,96090
5485-ITNPC,42,Male,0,Yes,95333
5485-WUYWF,73,Male,0,No,94525
5493-SDRDQ,19,Male,0,No,95222
5494-HECPR,34,Female,0,No,95346
5494-WOZRZ,40,Female,0,Yes,92692
5495-GPSRW,62,Male,0,No,92252
5498-IBWPI,34,Female,2,Yes,93434
5498-TXHLF,39,Female,0,Yes,96096
5499-ECUTN,49,Female,0,Yes,93263
5501-TVMGM,21,Male,0,No,96015
5502-RLUYV,42,Female,0,Yes,95035
5504-WSIUR,38,Female,0,No,91914
5505-OVWQW,35,Female,0,No,95815
5510-BOIUJ,35,Male,7,No,93277
5512-IDZEI,56,Male,0,Yes,92841
5514-YQENT,29,Male,3,No,95765
5515-AKOAJ,38,Female,0,No,90716
5515-IDEJJ,46,Male,1,Yes,92126
5515-RUGKN,63,Male,0,No,90211
5519-NPHVG,53,Female,0,No,96050
5519-TEEUH,51,Male,3,No,92604
5519-YLDGW,57,Female,0,Yes,90071
5520-FVEWJ,28,Female,0,Yes,95405
5522-JBWMO,62,Male,2,No,92225
5522-NYKPB,26,Male,3,Yes,96013
5524-KHNJP,35,Male,0,Yes,91205
5527-ACHSO,38,Female,0,No,92865
5529-GIBVH,57,Female,0,No,95430
5533-NHFRF,75,Male,0,No,95132
5533-RJFTJ,22,Male,0,No,93245
5536-RTPWK,54,Male,0,Yes,94965
5536-SLHPM,38,Female,0,Yes,92592
5537-UXXVS,49,Female,0,Yes,95621
5539-HIVAK,79,Female,0,Yes,93626
5539-TMZLF,69,Male,0,No,94520
5542-DHSXL,36,Female,0,Yes,95920
5542-NKVRU,24,Female,0,No,95329
5542-TBBWB,46,Male,0,No,95453
5543-QDCRY,38,Male,0,No,94103
5546-BYZSM,52,Female,0,No,93022
5546-QUERU,42,Male,0,No,91506
5549-ZGHFB,33,Male,1,Yes,91205
5550-VFRLC,70,Female,0,No,93021
5552-ZNFSJ,49,Male,0,No,95407
5553-AOINX,67,Female,1,Yes,95228
5555-RNPGT,61,Male,3,No,92316
5561-NWEVX,78,Female,0,Yes,90254
5562-BETPV,21,Male,0,Yes,95249
5562-YJQGT,57,Female,0,No,91316
5564-NEMQO,80,Female,0,No,92274
5565-FILXA,76,Female,0,No,92027
5566-SOEZD,47,Male,3,Yes,96119
5567-GZKQY,58,Male,0,No,93257
5567-WSELE,70,Male,0,Yes,94801
5568-DMXZS,36,Female,0,No,92124
5569-IDSEY,52,Male,0,Yes,95694
5569-KGJHX,63,Female,0,Yes,91303
5569-OUICF,67,Female,0,Yes,92109
5570-PTWEH,33,Female,0,Yes,92024
5572-ZDXHY,25,Female,0,No,95409
5574-NXZIU,36,Male,0,No,93440
5575-GNVDE,46,Male,0,No,90002
5575-TPIZQ,21,Male,0,No,93427
5577-OTWWW,54,Female,0,No,95120
5578-NKCXI,20,Female,2,Yes,90280
5583-EJXRD,19,Male,2,Yes,92127
5583-SXDAG,41,Male,0,Yes,91803
5590-BYNII,51,Male,0,No,95524
5590-YRFJT,44,Female,0,Yes,93437
5590-ZSKRV,62,Female,1,Yes,90249
5593-SUAOO,60,Female,3,Yes,95415
5597-GLBUC,48,Female,0,No,93675
5598-IKHQQ,39,Female,0,No,95554
5599-HVLTW,73,Female,0,No,94609
5600-KTXFM,48,Male,2,Yes,93004
5600-PDUJF,60,Male,0,No,90047
5602-BVFMK,58,Female,0,No,93526
5605-IYGFG,61,Female,0,No,92276
5605-XNWEN,77,Male,0,Yes,90640
5606-AMZBO,23,Female,0,Yes,93560
5609-CEBID,77,Female,0,No,92544
5609-IMCGG,44,Female,0,No,94585
5614-DNZCE,56,Female,0,No,95257
5616-PRTNT,30,Male,3,No,92239
5619-PTMIK,25,Female,0,Yes,91945
5619-XZZKR,47,Male,0,No,93454
5622-UEJFI,53,Female,1,Yes,95430
5624-BQSSA,19,Female,0,No,95065
5624-RYAMH,43,Female,0,No,95610
5626-MGTUK,50,Female,0,No,91311
5627-TVBPP,44,Female,1,No,92315
5628-FCGYG,46,Male,0,No,92509
5628-RKIFK,76,Female,0,No,92316
5630-AHZIL,51,Female,3,No,90245
5630-IXDXV,51,Female,0,No,93654
5639-NTUPK,28,Male,1,No,94598
5640-CAXOA,23,Female,0,No,93602
5641-DMBFJ,29,Female,0,Yes,95962
5642-MHDQT,60,Female,0,Yes,93250
5644-PDMZC,69,Female,0,No,93215
5647-FXOTP,71,Female,0,Yes,92070
5647-URDKA,27,Male,1,Yes,96101
5649-ANRML,76,Male,0,No,95930
5649-RXQTV,34,Male,0,No,95511
5649-TJHOV,68,Male,0,Yes,95017
5649-VUKMC,61,Female,0,No,92126
5650-VDUDS,48,Female,0,No,93238
5650-YLIBA,60,Male,0,No,95453
5651-CPDND,45,Male,0,No,94578
5651-CRHKQ,53,Female,0,Yes,92139
5651-WYIPH,69,Female,0,No,95688
5651-YLPRD,45,Female,3,Yes,94526
5652-MSDEY,37,Female,0,No,95685
5655-JSMZM,66,Male,0,No,93210
5656-JAMLX,29,Male,0,No,94904
5656-MJEFC,48,Male,0,Yes,92392
5663-QBGIS,65,Male,0,Yes,91011
5666-CYCYZ,21,Female,0,No,90640
5666-MBJPT,22,Male,0,No,93304
5668-MEISB,57,Female,1,Yes,91745
5669-SRAIP,55,Female,0,No,94939
5671-RQRLP,72,Female,0,Yes,93625
5671-UUNXD,79,Female,0,Yes,94946
5673-FSSMF,19,Female,0,No,95315
5673-TIYIB,34,Male,0,No,90502
5676-CFLYY,30,Male,0,Yes,93601
5678-VFNEQ,19,Female,0,Yes,95677
5680-LQOGP,21,Female,0,No,95735
5681-LLOEI,59,Male,1,Yes,91316
5684-FJVYR,41,Female,0,Yes,93532
5685-IIXLY,54,Female,0,Yes,94945
5686-CMAWK,41,Male,0,No,92131
5687-DKDTV,35,Female,0,No,90706
5688-KZTSN,59,Male,3,Yes,92121
5692-FPTAH,32,Female,0,No,95659
5692-ICXLW,75,Male,0,No,92027
5693-PIPCS,29,Male,0,No,91950
5696-CEIQJ,31,Male,3,Yes,92504
5696-EXCYS,50,Male,0,No,95639
5696-JVVQY,56,Female,3,Yes,95616
5696-QURRL,31,Male,0,No,95386
5697-GOMBF,75,Female,3,Yes,92036
5698-BQJOH,41,Female,2,No,90211
5699-BNCAS,79,Male,0,No,92082
5701-GUXDC,24,Female,0,Yes,92243
5701-SVCWR,45,Female,1,No,92677
5701-YVSVF,68,Female,0,Yes,92028
5701-ZIKJE,28,Male,0,No,95569
5702-KVQRD,34,Male,0,Yes,96133
5702-SKUOB,34,Female,0,Yes,93722
5707-ORNDZ,79,Male,0,No,95993
5707-ZMDJP,61,Male,2,Yes,90650
5708-EVONK,37,Female,0,Yes,96016
5709-LVOEQ,40,Female,0,Yes,94401
5712-AHQNN,36,Female,0,No,90601
5712-PTIWW,46,Male,0,No,96056
5712-VBOXD,53,Female,0,No,93108
5716-EZXZN,56,Female,0,Yes,90743
5716-LIBJC,29,Female,2,No,95388
5724-BIDBU,29,Male,0,Yes,95946
5726-CVNYA,44,Female,0,Yes,93615
5727-MYATE,64,Male,2,Yes,91405
5729-KLZAR,22,Female,0,Yes,95817
5730-DBDSI,50,Male,0,No,93529
5730-RIITO,73,Female,0,No,95988
5732-IKGQH,79,Male,0,Yes,93012
5734-EJKXG,25,Female,0,No,95944
5736-YEJAX,23,Male,0,No,92543
5740-YHGTW,62,Male,3,Yes,90041
5743-KHMNA,43,Male,0,No,94705
5747-PMBSQ,72,Male,0,Yes,92126
5748-RNCJT,58,Male,0,No,95820
5751-USDBL,37,Male,1,Yes,95728
5753-QQWPW,57,Female,0,No,92656
5756-JYOJT,55,Female,0,No,92706
5756-OZRIO,73,Male,0,Yes,92504
5759-RCVCB,20,Female,0,No,92869
5760-FXFVO,55,Male,0,No,95668
5760-IFJOZ,57,Male,0,No,93261
5760-WRAHC,78,Female,0,No,92336
5762-TJXGK,40,Female,0,No,95692
5766-FTRTS,35,Male,0,Yes,90245
5766-XQXMQ,45,Female,0,No,95970
5766-ZJYBB,52,Male,0,No,94005
5774-QPLTF,40,Male,2,Yes,95317
5774-XZTQC,30,Female,1,Yes,90715
5777-KJIRB,61,Female,0,No,95736
5777-ZPQNC,35,Female,0,No,91724
5778-BVOFB,33,Female,0,No,92027
5780-INQIK,52,Female,0,No,94401
5781-BKHOP,48,Female,0,Yes,94801
5781-RFZRP,34,Male,0,Yes,92694
5787-KXGIY,54,Male,0,Yes,94303
5788-YPOEG,41,Female,2,Yes,93953
5789-LDFXO,60,Male,0,No,92309
5791-KAJFD,58,Female,0,Yes,92662
5792-JALQC,78,Female,0,No,94901
5793-YOLJN,53,Female,3,Yes,92368
5795-BKOYE,47,Female,1,Yes,95837
5795-KTGUD,61,Female,0,Yes,95640
5797-APWZC,41,Female,0,No,94105
5799-JRCZO,48,Female,1,No,95960
5802-ADBRC,57,Female,0,Yes,92675
5803-NQJZO,46,Male,0,Yes,93305
5804-HYIEZ,40,Male,1,Yes,92283
5804-JMYIO,40,Female,3,Yes,95232
5804-LEPIM,74,Female,0,No,92122
5808-TOTXO,37,Female,2,No,94605
5811-IWXYM,20,Female,1,Yes,94558
5813-UECBU,78,Male,0,No,95526
5815-HGGHV,45,Male,0,Yes,95493
5816-JMLGY,28,Female,0,Yes,96080
5816-QVHRX,26,Female,0,No,94579
5816-SCGFC,73,Female,0,No,92835
5820-PTRYM,75,Female,0,Yes,91913
5821-MMEIL,43,Female,0,Yes,92364
5825-XJOCM,39,Male,3,No,96034
5827-MWCZK,39,Male,3,Yes,95415
5828-AVIPD,29,Male,0,Yes,96126
5828-DWPIL,68,Male,0,Yes,94550
5829-NVSQN,38,Female,0,Yes,93926
5832-EXGTT,28,Male,3,Yes,91501
5832-TRLPB,30,Male,0,No,95035
5832-XKAES,56,Male,0,No,96126
5834-ASPWA,55,Male,0,No,92117
5835-BEQEU,44,Male,0,No,92027
5837-LXSDN,63,Female,3,Yes,94508
5839-SUYVZ,21,Male,0,No,92868
5840-NVDCG,32,Female,1,Yes,91331
5842-POCOP,37,Female,0,Yes,93554
5843-TTHGI,30,Female,0,No,94086
5844-QVTAT,24,Female,0,Yes,92620
5845-BZZIB,37,Male,3,Yes,93222
5846-ABOBJ,24,Male,0,Yes,90034
5846-NEQVZ,19,Male,0,Yes,92691
5846-QFDFI,21,Female,1,Yes,91962
5847-MXBEO,42,Male,0,No,93627
5848-FHRFC,49,Female,0,No,90405
5849-ASHZJ,26,Male,3,No,94306
5850-BDWCY,64,Female,0,No,90045
5854-KSRBJ,31,Male,1,Yes,92673
5855-EIBDE,35,Female,0,Yes,95662
5857-TYBCJ,72,Male,0,Yes,95620
5857-XRECV,44,Female,3,No,95336
5858-EAFCZ,45,Male,0,No,92377
5859-HZYLF,45,Male,2,Yes,95133
5862-BRIXZ,33,Male,0,No,93458
5863-OOKCL,60,Female,0,No,93430
5868-CZJDR,41,Male,0,No,95236
5868-YTYKS,21,Male,2,No,95017
5868-YWPDW,76,Male,0,Yes,91423
5871-DGTXZ,55,Male,0,No,95675
5872-OEQNH,29,Female,0,No,95608
5875-YPQFJ,51,Male,0,No,94555
5876-HZVZM,55,Female,3,Yes,91792
5876-QMYLD,44,Female,0,Yes,92242
5879-HMFFH,49,Female,0,Yes,96016
5879-SESNB,34,Female,0,No,94556
5882-CMAZQ,52,Female,2,Yes,91950
5883-GTGVD,54,Male,0,No,93606
5884-FBCTL,43,Female,2,Yes,93263
5884-GCYMI,62,Male,0,No,92130
5886-VLQVU,30,Male,0,Yes,92313
5887-IKKYO,54,Male,2,Yes,91768
5889-JTMUL,67,Female,0,Yes,91384
5889-LFOLL,27,Female,0,No,96015
5893-KCLGT,56,Female,2,No,91040
5893-PYOLZ,55,Male,0,No,94578
5895-QSXOD,42,Male,0,No,95910
5896-NPFWW,23,Male,0,Yes,92129
5897-ZYEKH,74,Female,0,Yes,95648
5898-IGSLP,37,Male,3,Yes,94041
5899-MQZZL,25,Female,0,No,92173
5899-OUVKV,56,Male,0,No,95821
5902-WBLSE,32,Female,1,Yes,91902
5906-BFOZT,54,Male,0,No,95551
5906-CVLHP,60,Female,0,Yes,91748
5906-DVAPM,27,Female,2,Yes,95957
5908-QMGOE,74,Male,0,No,93625
5909-ECHUI,49,Female,0,No,96069
5913-INRQV,71,Male,0,Yes,91786
5914-DVBWJ,80,Female,0,No,92508
5914-GXMDA,42,Female,0,Yes,93241
5914-XRFQB,58,Male,0,Yes,95420
5915-ANOEI,40,Male,0,Yes,93212
5915-DGNVC,47,Female,0,Yes,93428
5916-QEWPT,61,Female,0,Yes,91607
5917-HBSDW,20,Female,2,Yes,94941
5917-RYRMG,79,Male,0,No,93928
5918-VUKWP,61,Female,0,No,91104
5919-TMRGD,32,Female,3,No,90255
5919-VCZYM,19,Male,0,No,92707
5921-NGYRH,40,Male,0,Yes,95979
5922-ABDVO,20,Female,0,Yes,90740
5923-GXUOC,37,Male,0,No,92028
5924-IFQTT,33,Male,2,Yes,95934
5924-SNGKP,39,Female,0,No,92075
5928-QLDHB,48,Male,0,No,91340
5930-GBIWP,46,Male,0,No,96109
5931-FLJJF,75,Male,0,Yes,92655
5934-RMPOV,32,Female,2,No,94060
5934-TSSAU,51,Female,3,Yes,92285
5935-FCCNB,79,Female,0,No,90242
5937-EORGB,79,Male,0,Yes,93624
5939-SXWHM,59,Male,3,Yes,96062
5939-XAIXZ,54,Female,0,No,94512
5940-AHUHD,30,Male,0,No,91768
5940-NFXKV,59,Male,0,Yes,92109
5944-UGLLK,62,Male,0,No,95425
5945-AZYHT,53,Male,0,Yes,94509
5947-SGKCL,19,Female,3,Yes,91108
5948-UJZLF,22,Male,0,No,90049
5949-EBSQK,44,Male,1,Yes,90742
5949-HGVJL,35,Female,0,Yes,96057
5949-XIKAE,32,Female,0,Yes,92401
5950-AAAGJ,19,Male,0,No,90293
5951-AOFIH,19,Male,0,No,95122
5954-BDFSG,40,Female,0,No,90069
5955-EPOAZ,40,Female,0,No,94550
5955-ERIHD,53,Male,0,Yes,90712
5956-VKDTT,72,Female,0,Yes,92557
5956-YHHRX,75,Male,0,No,95664
5959-BELXA,67,Male,0,No,92399
5960-MVTUK,58,Male,0,No,96038
5960-WPXQM,24,Male,0,No,92592
5961-VUSRV,53,Female,0,No,91403
5965-GGPRW,41,Male,2,Yes,94541
5966-EMAZU,27,Male,0,Yes,96112
5968-HYJRZ,28,Male,2,Yes,93630
5968-VXZLG,45,Male,0,No,91302
5968-XQIVE,32,Male,0,Yes,92592
5970-GHJAW,40,Male,2,Yes,92612
5973-EJGDP,21,Male,0,No,92264
5975-BAICR,36,Male,2,Yes,94599
5976-JCJRH,36,Male,0,Yes,94526
5977-CKHON,59,Female,3,Yes,95678
5980-BDHPY,48,Male,0,Yes,96136
5980-NOPLP,19,Female,0,Yes,91105
5981-ITEMU,58,Male,0,Yes,94940
5981-ZVXOT,72,Female,0,No,92131
5982-FPVQN,40,Female,1,Yes,93012
5982-PSMKW,20,Female,2,Yes,91601
5982-XMDEX,42,Female,0,No,93203
5985-BEHZK,78,Female,0,Yes,92705
5985-TBABQ,45,Female,0,No,95605
5986-WWXDV,42,Male,0,No,92275
5989-AXPUC,27,Female,0,Yes,92840
5989-OMNJE,42,Female,0,Yes,95492
5989-PGKJB,40,Female,0,No,92121
5993-BQHEA,42,Male,0,No,94111
5993-JSUWV,25,Female,0,No,95310
5995-LFTLE,39,Male,0,No,95457
5995-OIGLP,42,Male,0,No,94569
5995-SNNEW,80,Male,0,Yes,90605
5995-WWKKG,62,Female,0,No,92382
5996-DAOQL,28,Male,0,No,94951
5996-EBTKM,46,Female,1,Yes,92040
5996-NRVXR,68,Male,0,Yes,90720
5997-OPVFA,39,Male,0,Yes,91020
5998-DZLYR,55,Female,0,Yes,95982
5998-VVEJY,34,Male,0,No,91741
5999-LCXAO,42,Female,0,No,92866
6000-APYLU,39,Male,0,No,91355
6000-UKLWI,46,Male,0,No,95842
6005-OBZPH,68,Female,0,No,92126
6007-TCTST,57,Female,2,Yes,93901
6008-NAIXK,72,Male,0,No,95665
6010-DDPPW,61,Male,0,Yes,92657
6013-BHCAW,27,Male,3,Yes,95117
6015-VVHHE,68,Female,0,No,90039
6016-LVTJQ,39,Female,1,Yes,90805
6016-NXBNJ,53,Male,0,No,93646
6017-PPLPX,47,Male,0,Yes,94014
6022-KOUQO,51,Female,2,Yes,96110
6022-UGGSO,70,Female,0,No,95610
6023-GSSXW,27,Female,0,Yes,93285
6023-YEBUP,32,Male,0,No,95210
6024-RUGGH,22,Male,2,Yes,94112
6029-CSMJE,63,Male,0,No,95942
6029-WTIPC,73,Male,0,No,92109
6030-REHUX,76,Female,0,Yes,92708
6032-IGALN,35,Female,0,No,95746
6032-KRXXO,33,Male,0,No,92130
6034-YMTOB,62,Female,0,No,91007
6034-ZRYCV,51,Female,0,Yes,95837
6035-BXTTY,69,Female,0,No,92067
6035-RIIOM,39,Female,0,No,96114
6036-TTFYU,48,Female,0,Yes,91362
6038-GCYEC,25,Female,0,No,92211
6040-CGACY,48,Female,0,No,96103
6047-SUHPR,60,Male,2,Yes,93286
